User1_ID,User2_ID,h1,h2,P1,P2,R1_bitsHz,R2_bitsHz,R_sum_bitsHz,Mode,Throughput_Mbps
221,162,7.670185820248277e-06,5.050336607619527e-05,0.9953289436804575,0.004671056319542455,7.70250784113066,7.888159157358981,15.590666998489642,NOMA,1.0902564334608142
16,65,2.8991685908159713e-06,2.9881194462836253e-05,0.9936487421913824,0.006351257808617561,7.222942590357806,7.57579009636538,14.798732686723186,NOMA,1.0348764116589642
316,431,1.5775190127644982e-05,0.0003332985264116872,0.9981136737589491,0.0018863262410508952,9.002611061935921,9.298543209845588,18.30115427178151,NOMA,1.2798009980266791
390,206,1.2709735384653852e-05,0.00011621238564939603,0.9969274324716793,0.0030725675283207465,8.309974781034528,8.484099462745768,16.794074243780294,NOMA,1.1744107862783424
392,364,5.678259586794936e-06,3.814447827961976e-05,0.9945958062460665,0.005404193753933528,7.485694603420749,7.694463417005642,15.180158020426392,NOMA,1.0615495119179297
351,137,5.922376305723454e-06,4.099200742892771e-05,0.9947941271297256,0.005205872870274408,7.539837189537593,7.744155573566125,15.283992763103718,NOMA,1.0688106827345258
307,367,1.1569015351382221e-05,9.115868274182107e-05,0.9965151849677274,0.0034848150322726035,8.129478715511722,8.315924595125518,16.44540331063724,NOMA,1.1500282035410658
147,38,4.382473975316862e-06,3.537477274109335e-05,0.994315772664554,0.005684227335446046,7.40236738151006,7.658770241739734,15.061137623249794,NOMA,1.0532264072202653
412,394,6.135868491949895e-06,4.282915075693698e-05,0.9949010904398718,0.005098909560128151,7.570439487294283,7.777301127203422,15.347740614497704,NOMA,1.073268574440399
99,291,3.863993547349186e-06,3.277430529134386e-05,0.9940609896953343,0.005939010304665704,7.33439909815933,7.612108712633999,14.946507810793328,NOMA,1.0452103364191139
230,308,1.3831709156174791e-05,0.0001506933468076185,0.9972735730144113,0.0027264269855886702,8.481119038646932,8.68599061696534,17.167109655612272,NOMA,1.200497178714145
477,198,1.0964149283724773e-05,7.795479617384371e-05,0.9962604019985077,0.0037395980014922614,8.028268517183513,8.192389484024101,16.220658001207614,NOMA,1.1343117483361969
25,360,4.3933074841389324e-06,3.5389513376854e-05,0.994315772664554,0.005684227335446046,7.402503875741902,7.659368312538689,15.061872188280592,NOMA,1.0532777754042373
149,20,2.9634322365772135e-06,3.0464769164019316e-05,0.9937148491526022,0.00628515084739778,7.238873877646989,7.588532280347958,14.827406157994947,NOMA,1.0368815495101362
225,274,1.414144768341687e-05,0.00015766119219912732,0.9973144293633381,0.0026855706366618604,8.50316135789308,8.729315751452148,17.232477109345226,NOMA,1.205068329324841
187,222,1.356783806446266e-05,0.00014075990828960953,0.9971666097042651,0.0028333902957349277,8.426312888615081,8.643234824921702,17.069547713536785,NOMA,1.1936746652822927
