User_ID,x_coord_m,y_coord_m,distance_m,angle_rad,path_loss_dB,path_loss_linear,shadowing_dB,rayleigh_fading,h_linear,h_dB
0,-545.821405863551,-3907.5792528203983,3945.5160149429485,4.573604206392734,100.32576538312651,9.277339756148989e-11,4.664090834720404,1.1091111790598989,6.2442786019210775e-06,-104.0903531728818
1,2287.1405893235187,-2176.5589104098817,3157.2805966235856,5.522555626710319,93.51282514628856,4.4536643705416907e-10,7.62259927529294,1.4857224501864879,1.3036663771506579e-05,-97.69667003803173
2,1081.0491524762288,-2547.155474870489,2767.068536056214,5.113763411652691,95.44373344785583,2.8551350480042534e-10,-4.532518446741578,1.2250033854893045,3.4880005029835447e-05,-89.14846897322747
3,-3830.112612702986,-1865.3035617565704,4260.178400429757,3.5947944519476818,94.85685836876883,3.268241671408753e-10,-2.5499138283548346,0.8174174080810555,1.9819680780626104e-05,-94.05806645415672
4,1012.5810616584686,2512.0081524841657,2708.4138097004866,1.187623623305668,94.57340659529913,3.488665580500105e-10,-4.096818229191573,0.5822428165840998,1.7429090333932204e-05,-95.17450508504736
5,-3774.3581433229983,-890.0808464047441,3877.889027190595,3.373184496238288,88.03771991524148,1.5711874752705102e-09,-8.416946134502927,1.1026010029635065,0.00011518069484672572,-78.77240604147728
6,3262.0903962666243,1295.000242910931,3509.7377939889348,0.3779043512046117,99.07163572788386,1.2383300937122845e-10,-0.8305202574954723,1.1320512190050247,1.3861502358081503e-05,-97.16379330976203
7,-1744.7475249517008,3836.5334339996307,4214.633165059811,1.9976114584247142,93.0904402972765,4.908581093575803e-10,-3.253535075729502,0.7413068408206511,2.3886512534661577e-05,-92.43694470123936
8,3227.2974222099333,-423.63074048446526,3254.982589152559,6.152666666912524,87.45665205247384,1.7961177085732294e-09,6.745030542704247,0.6275967719491166,1.2234791462539307e-05,-98.2480678628003
9,-1733.883787055111,-2116.080797497815,2735.7176258801937,4.025939481092249,88.18261841079239,1.5196310506501904e-09,-0.8607008007534473,2.4798412197966515,0.00010674019553544379,-79.43344003773498
10,90.22500102116058,4349.687952690854,4350.6236146779265,1.5500564334795062,93.33004295156334,4.645106812066067e-10,3.3971285439201475,1.0153470820695925,1.4799803536697263e-05,-96.59488040722836
11,-3479.210119535708,-2879.4309926855412,4516.195954286939,3.832944028649652,91.15272181483813,7.668807184513139e-10,3.704418086736922,0.5990608442624588,1.0829637983554819e-05,-99.30772041516362
12,3440.5187156441402,-1173.0770230380192,3635.007391282354,5.9545871116252735,93.77578808376724,4.1919992050988066e-10,-5.9232169709218425,1.09424423040585,4.430836348019911e-05,-87.07028560886165
13,-451.52303973954446,-4972.679726028523,4993.136961176886,4.621836548875916,101.36468471679026,7.303508319666324e-11,-3.1369084351565126,2.0796826791774095,2.5503997708250048e-05,-91.86783444561055
14,-21.793364644420873,4727.126464948064,4727.176701410145,1.5754065716031287,94.71984314174544,3.372994910042975e-10,5.923140571631628,0.26002459671262107,2.4147114742834005e-06,-112.34269148678906
15,-2461.659331140385,9.648461694015221,2461.6782396169465,3.1376731785574687,85.68765699168618,2.6991952490679818e-09,6.977442668819349,1.6975644268011165,3.9497652338533985e-05,-88.06857412412901
16,-2586.488752048692,-963.7736265489041,2760.2144242260647,3.4982738233904325,96.34669328847386,2.3191597826010532e-10,2.1392094374460355,0.772213795924661,9.19268587295558e-06,-100.73115065682734
17,4322.163108791996,894.6923634985055,4413.792967993066,0.20411819992788927,97.03792622678729,1.9779138763020045e-10,12.706910457394208,0.5932602078539911,1.9319833769918414e-06,-114.27992779664723
18,3463.289341370559,-1280.049266117142,3692.27561074982,5.929152815601924,94.62806377639613,3.445034871957763e-10,-2.3968279132443264,1.5322810033634342,3.747801875867201e-05,-88.5244672834341
19,1084.876409121147,4525.475591290032,4653.695966694586,1.3355099696860557,101.31754700356075,7.383211333612168e-11,3.76457583647621,1.5176622212259845,8.454131163048027e-06,-101.45861934297696
20,-1818.6685689232577,-2605.2073437790013,3177.209572513184,4.102946207247189,86.79973628089493,2.089423004221788e-09,4.674056619417306,1.295456850548144,3.4572700738841946e-05,-89.22533360994865
21,-3665.5029683066205,-1903.362072999096,4130.217814062118,3.6205320692073086,96.01399599859981,2.503804410649002e-10,4.991655344469847,0.8766658276226211,7.80821046556211e-06,-102.14896866839716
22,1368.6860316632396,-3677.0426424188195,3923.5116983942385,5.068724278652884,88.15699157161168,1.528624594638567e-09,5.289386537370625,2.167891662996642,4.61018835898171e-05,-86.72562641618578
23,-97.07870254219829,-173.19457337984002,198.54630375683502,4.201506292241466,67.77872759029933,1.667735759473906e-07,7.486852802786389,1.2212535726852525,0.00021063320089208715,-73.52946340735964
24,2723.1357673205484,2116.5473089074503,3448.94779869221,0.6607119570455885,93.23000814500637,4.753343344728534e-10,3.2176192760451685,0.7595502905766098,1.1433393827011513e-05,-98.83649597698982
25,-3884.3027292254465,-1775.9546297400686,4271.04466602299,3.570428894905318,91.90817476290715,6.444400515356158e-10,5.756893042452142,0.6114158127054341,7.999876383282348e-06,-101.93833339059104
26,543.6271233855607,4138.544678193173,4174.096609169641,1.4401870335073843,93.19297978932535,4.794044059309265e-10,-0.44864811683167877,0.6426146830146171,1.4816105467253073e-05,-96.58531819697072
27,2708.6076853297286,3259.0189805120954,4237.659767886677,0.8773708150685727,92.21092838867965,6.010452386731192e-10,4.58260616163885,1.0844279018789216,1.5686424218593645e-05,-96.08952033122617
28,698.535835687672,3488.4556253843584,3557.7064190311785,1.3731679464670377,89.58796524471265,1.0995208659804985e-09,1.3006740041859446,0.24144575250103284,6.892671920049594e-06,-103.23224659430572
29,2226.70267473226,879.3632529841128,2394.0519067803443,0.37611701408102516,95.02790333698287,3.1420252174332395e-10,-9.25907282820476,0.5192991043829308,2.672858993254716e-05,-91.46047871214901
30,3865.101143594415,-2753.667630312578,4745.702505261591,5.664156481217638,96.2360563445702,2.3789995809758174e-10,2.439804172141998,0.4244853539837493,4.943900077681506e-06,-106.1186045522637
31,-3604.8270561519666,230.92673681854035,3612.2161151491077,3.0776196470687665,94.58214302273412,3.4816547066128063e-10,11.489735430011182,0.42247397210820853,2.099935886123087e-06,-113.55587515694424
32,-1202.828260361147,-209.16948867932487,1220.8798871788304,3.3137689145452813,84.42505108475271,3.6098976734746576e-09,1.6919922196078856,0.21290423423254293,1.052766685931246e-05,-99.55335650412982
33,1929.6040593466907,3511.2808124408602,4006.5527289257748,1.0683031137598271,98.30822988444767,1.4763081304884342e-10,10.87563749509577,0.7301364445906583,2.5363586114503626e-06,-111.91578342119729
34,-2655.8898004153825,1990.429038943473,3318.9694772654807,2.4984502854020327,94.57617845175751,3.486439672654958e-10,15.332495751249105,0.4208593756675452,1.344941196191245e-06,-117.42592761307732
35,-2796.180708358532,-364.584436136465,2819.8489968204617,3.271247792980679,93.64515338412869,4.320009099402169e-10,13.77045853269535,0.8111596829995944,3.454027261457269e-06,-109.23348226562754
36,-195.64254174021085,2743.671097399824,2750.6375796977914,1.6419826863810396,94.7724932521149,3.3323505009046415e-10,-7.986592359810237,0.4882479283103077,2.2353491359305122e-05,-93.01309231964456
37,24.788501285470222,469.7202850861341,470.3739108596254,1.518072336304669,74.69750334828129,3.39039005277742e-08,5.450744600398827,0.3190141831352839,3.13615554545732e-05,-90.07204783374532
38,635.9448011210878,69.7911848380607,639.7629244915967,0.1093066713333153,73.22369262429827,4.760260696346557e-08,-3.3824059930714845,0.9577263551383234,0.00030844455437768444,-70.21645782921684
39,734.8833742774925,1138.6677447557336,1355.2187302190675,0.9976695780900412,84.00906199146324,3.97277345931776e-09,-1.5309186823498082,1.3181695479024067,9.909782187092463e-05,-80.07871773280307
40,-3242.159082170316,-246.240421485988,3251.496556860097,3.2173966415843354,89.08813154511721,1.2336354631438967e-09,-5.8142083387993475,1.0050518259719945,6.894333641055127e-05,-83.23015394165283
41,-3922.924395098979,-2846.012418020604,4846.5577983957,3.769216940407856,95.76757862656592,2.649977199963791e-10,1.900837313581549,0.564912733009937,7.388572969051103e-06,-102.62878748957014
42,644.2403480830925,4693.738975170261,4737.7453702294515,1.4343933741799306,90.2596259918037,9.419707142005694e-10,-10.972108459303165,0.8879357528345762,9.638415996538175e-05,-80.3198865772354
43,-1409.475373683515,-203.12821711277144,1424.037184067782,3.284723353786167,89.61251633450765,1.0933227034147159e-09,21.62059158063575,1.037578448911161,2.84685630614279e-06,-110.91268601152427
44,-3308.1654865559767,-3075.2915071983803,4516.788321438877,3.89052613100357,99.14329513850889,1.2180650612426745e-10,-6.987779448325843,0.308534573483552,7.612513088801055e-06,-102.36943781182401
45,1547.8941427246216,-1821.177942590426,2390.1182764999494,5.416848899806171,94.33665671185453,3.6841247599844757e-10,-4.001127508975536,0.8975764913348196,2.7308321628883408e-05,-91.27409949804183
46,-3486.234903367263,1235.0798618573028,3698.547832139204,2.8011159903778817,98.33811284599061,1.466184808631947e-10,-6.166199119632296,0.3119165777981785,7.68144227103021e-06,-102.29114344896541
47,-3615.2284436598975,-2676.9172422588467,4498.417790929415,3.7789575058369245,99.49752992504266,1.122656790291783e-10,-12.971944137566034,1.1224087790422237,5.295070728546935e-05,-85.522564525138
48,-148.4385909374601,1957.8414121864319,1963.4604682935842,1.6464690264894062,78.45091924421354,1.4285915453888583e-08,-4.172833402994577,0.926545939591427,0.00017904519281274308,-74.94074664898902
49,-1314.2990166279467,-1452.6197016236138,1958.9502042303843,3.9769401094571295,86.18890189076703,2.404970817589684e-09,-1.927389170301573,1.3974139875667861,8.555579871196606e-05,-81.35501089778687
50,565.9283044296864,-4734.046221041587,4767.752978994695,4.831368664214325,90.95572662747452,8.02467287105711e-10,5.7229486774169605,1.2592176167204716,1.8457251316957282e-05,-94.67665901571576
51,44.54318227751766,-1791.021143518112,1791.574958414058,4.737254126211989,83.408001926623,4.562467746759997e-09,-6.326147175139007,0.669385926648306,9.366640238540803e-05,-80.56832311090201
52,-3330.9921137128154,-1640.8049281958724,3713.1858658043,3.5992926618371404,94.52254515995494,3.529762492923056e-10,-6.713688245421027,1.609751905749665,6.551128258846718e-05,-83.67367782362587
53,-729.6970868849262,-3824.697325615234,3893.683021404885,4.523868937261875,98.45764221985591,1.4263817645846562e-10,3.626083598878699,0.9192292888338596,7.231652727263988e-06,-102.81524754650243
54,-772.9091617041609,3082.8590191230014,3178.271276029512,1.8164448155575594,86.28801207220361,2.35070858159967e-09,0.7205625418881075,0.8164575321451778,3.643383349366187e-05,-88.76990237708173
55,779.6369707656611,1922.6899834975302,2074.7459070513646,1.185563752711008,83.98798935800312,3.992096806651385e-09,-2.758210203045378,0.29460623791418655,2.5571310194231527e-05,-91.84494005048636
56,-2568.0065916006697,-2892.133424402317,3867.698747194456,3.986283601725187,90.6901572346046,8.530692284234723e-10,-3.1180308992356167,1.3328806414007697,5.574230761033533e-05,-85.07630097224363
57,-397.55370545368135,-3224.7707384670066,3249.183784336152,4.589726668961124,97.4392843422988,1.8033148779190286e-10,7.071350345833552,0.2791894172371331,1.660990764916108e-06,-115.5926504149138
58,1783.2900491246098,450.6357170117807,1839.34660919403,0.24751733607923362,81.53489781467455,7.022798675129622e-09,5.1188557620518935,0.5415916276084001,2.517585700539796e-05,-91.98031439112935
59,-1922.4148227747662,-3792.271013685613,4251.70532752027,4.243212988617329,93.07771724415429,4.922982314321386e-10,-11.284098658360092,0.5017840181196692,4.081651261215485e-05,-87.7832818756259
60,174.1147248392258,15.474399146650327,174.8010138265484,0.08864183388570503,66.94189099744625,2.0221385109448976e-07,6.574523987032799,1.369806908151676,0.00028896058167881004,-70.78322791252441
61,-3501.341476629731,-543.6279559026283,3543.292746924326,3.2956255428512238,92.03532927558308,6.258454114591746e-10,0.7429444069582638,0.453874651872525,1.0423708185507015e-05,-99.63955427302258
62,2668.0652525193414,2291.541043584422,3517.0630568889546,0.7096253492846748,88.114867693189,1.5435234456935926e-09,4.456396364910666,1.610653808295779,3.788253218569677e-05,-88.43121975293931
63,-4716.414947033112,-1238.3553039217802,4876.27868475014,3.398359772342538,99.89031268986542,1.0255780824815891e-10,-4.856419310935824,0.5720378244836111,1.0132814154921383e-05,-99.88539759546626
64,1956.751540099591,1623.039626501748,2542.2695016219377,0.6924457433301783,88.80077721399032,1.31802084426122e-09,9.396411793325104,0.9926937116183127,1.2216753761555669e-05,-98.26088288076645
